Team,Opponent,Season,State,Game_Type,Venue,Venue_City,Month,Date,Team_Score,Opponent_Score,Win,Result
West Coast,Essendon,2013,WA,Home,Subiaco,Perth,June,2013-06-27 18:10,91,98,0,L
Essendon,West Coast,2013,VIC,Away,Subiaco,Perth,June,2013-06-27 18:10,98,91,1,W
Sydney,Carlton,2013,NSW,Home,S.C.G.,Sydney,June,2013-06-28 19:50,65,43,1,W
Carlton,Sydney,2013,VIC,Away,S.C.G.,Sydney,June,2013-06-28 19:50,43,65,0,L
Gold Coast,Adelaide,2013,QLD,Home,Carrara,Gold Coast,June,2013-06-29 13:40,83,111,0,L
Adelaide,Gold Coast,2013,SA,Away,Carrara,Gold Coast,June,2013-06-29 13:40,111,83,1,W
Port Adelaide,Collingwood,2013,SA,Home,Football Park,Adelaide,June,2013-06-29 16:10,86,51,1,W
Collingwood,Port Adelaide,2013,VIC,Away,Football Park,Adelaide,June,2013-06-29 16:10,51,86,0,L
Melbourne,Western Bulldogs,2013,VIC,Home,M.C.G.,Melbourne,June,2013-06-29 19:40,103,100,1,W
Western Bulldogs,Melbourne,2013,VIC,Away,M.C.G.,Melbourne,June,2013-06-29 19:40,100,103,0,L
Geelong,Fremantle,2013,VIC,Home,Kardinia Park,Geelong,June,2013-06-29 19:40,85,44,1,W
Fremantle,Geelong,2013,WA,Away,Kardinia Park,Geelong,June,2013-06-29 19:40,44,85,0,L
Hawthorn,Brisbane Lions,2013,VIC,Home,York Park,Launceston,June,2013-06-30 13:10,143,85,1,W
Brisbane Lions,Hawthorn,2013,QLD,Away,York Park,Launceston,June,2013-06-30 13:10,85,143,0,L
North Melbourne,Greater Western Sydney,2013,VIC,Home,Docklands,Melbourne,June,2013-06-30 15:20,130,44,1,W
Greater Western Sydney,North Melbourne,2013,NSW,Away,Docklands,Melbourne,June,2013-06-30 15:20,44,130,0,L
Richmond,St Kilda,2013,VIC,Home,M.C.G.,Melbourne,June,2013-06-30 16:40,119,55,1,W
St Kilda,Richmond,2013,VIC,Away,M.C.G.,Melbourne,June,2013-06-30 16:40,55,119,0,L
Carlton,Collingwood,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-05 19:50,77,118,0,L
Collingwood,Carlton,2013,VIC,Away,M.C.G.,Melbourne,July,2013-07-05 19:50,118,77,1,W
Greater Western Sydney,Western Bulldogs,2013,NSW,Home,Manuka Oval,Canberra,July,2013-07-06 13:45,83,87,0,L
Western Bulldogs,Greater Western Sydney,2013,VIC,Away,Manuka Oval,Canberra,July,2013-07-06 13:45,87,83,1,W
North Melbourne,Richmond,2013,VIC,Home,Docklands,Melbourne,July,2013-07-06 14:10,128,66,1,W
Richmond,North Melbourne,2013,VIC,Away,Docklands,Melbourne,July,2013-07-06 14:10,66,128,0,L
Brisbane Lions,Gold Coast,2013,QLD,Home,Gabba,Brisbane,July,2013-07-06 16:40,116,83,1,W
Gold Coast,Brisbane Lions,2013,QLD,Away,Gabba,Brisbane,July,2013-07-06 16:40,83,116,0,L
Adelaide,West Coast,2013,SA,Home,Football Park,Adelaide,July,2013-07-06 19:10,69,75,0,L
West Coast,Adelaide,2013,WA,Away,Football Park,Adelaide,July,2013-07-06 19:10,75,69,1,W
Geelong,Hawthorn,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-06 19:40,82,72,1,W
Hawthorn,Geelong,2013,VIC,Away,M.C.G.,Melbourne,July,2013-07-06 19:40,72,82,0,L
Melbourne,Sydney,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-07 13:10,85,116,0,L
Sydney,Melbourne,2013,NSW,Away,M.C.G.,Melbourne,July,2013-07-07 13:10,116,85,1,W
Fremantle,St Kilda,2013,WA,Home,Subiaco,Perth,July,2013-07-07 13:20,100,70,1,W
St Kilda,Fremantle,2013,VIC,Away,Subiaco,Perth,July,2013-07-07 13:20,70,100,0,L
Essendon,Port Adelaide,2013,VIC,Home,Docklands,Melbourne,July,2013-07-07 16:40,118,88,1,W
Port Adelaide,Essendon,2013,SA,Away,Docklands,Melbourne,July,2013-07-07 16:40,88,118,0,L
Collingwood,Adelaide,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-12 19:50,111,84,1,W
Adelaide,Collingwood,2013,SA,Away,M.C.G.,Melbourne,July,2013-07-12 19:50,84,111,0,L
Port Adelaide,Hawthorn,2013,SA,Home,Football Park,Adelaide,July,2013-07-13 13:15,79,124,0,L
Hawthorn,Port Adelaide,2013,VIC,Away,Football Park,Adelaide,July,2013-07-13 13:15,124,79,1,W
Geelong,Melbourne,2013,VIC,Home,Kardinia Park,Geelong,July,2013-07-13 14:10,98,30,1,W
Melbourne,Geelong,2013,VIC,Away,Kardinia Park,Geelong,July,2013-07-13 14:10,30,98,0,L
Richmond,Gold Coast,2013,VIC,Home,Cazaly's Stadium,Cairns,July,2013-07-13 16:40,53,44,1,W
Gold Coast,Richmond,2013,QLD,Away,Cazaly's Stadium,Cairns,July,2013-07-13 16:40,44,53,0,L
Carlton,St Kilda,2013,VIC,Home,Docklands,Melbourne,July,2013-07-13 19:40,110,74,1,W
St Kilda,Carlton,2013,VIC,Away,Docklands,Melbourne,July,2013-07-13 19:40,74,110,0,L
Brisbane Lions,North Melbourne,2013,QLD,Home,Gabba,Brisbane,July,2013-07-13 19:40,117,105,1,W
North Melbourne,Brisbane Lions,2013,VIC,Away,Gabba,Brisbane,July,2013-07-13 19:40,105,117,0,L
Sydney,Greater Western Sydney,2013,NSW,Home,S.C.G.,Sydney,July,2013-07-14 13:10,171,42,1,W
Greater Western Sydney,Sydney,2013,NSW,Away,S.C.G.,Sydney,July,2013-07-14 13:10,42,171,0,L
Western Bulldogs,Essendon,2013,VIC,Home,Docklands,Melbourne,July,2013-07-14 15:20,90,121,0,L
Essendon,Western Bulldogs,2013,VIC,Away,Docklands,Melbourne,July,2013-07-14 15:20,121,90,1,W
West Coast,Fremantle,2013,WA,Home,Subiaco,Perth,July,2013-07-14 14:40,93,121,0,L
Fremantle,West Coast,2013,WA,Away,Subiaco,Perth,July,2013-07-14 14:40,121,93,1,W
North Melbourne,Carlton,2013,VIC,Home,Docklands,Melbourne,July,2013-07-19 19:50,108,109,0,L
Carlton,North Melbourne,2013,VIC,Away,Docklands,Melbourne,July,2013-07-19 19:50,109,108,1,W
Hawthorn,Western Bulldogs,2013,VIC,Home,York Park,Launceston,July,2013-07-20 13:45,95,76,1,W
Western Bulldogs,Hawthorn,2013,VIC,Away,York Park,Launceston,July,2013-07-20 13:45,76,95,0,L
Greater Western Sydney,Essendon,2013,NSW,Home,Sydney Showground,Sydney,July,2013-07-20 14:10,77,116,0,L
Essendon,Greater Western Sydney,2013,VIC,Away,Sydney Showground,Sydney,July,2013-07-20 14:10,116,77,1,W
Gold Coast,Collingwood,2013,QLD,Home,Carrara,Gold Coast,July,2013-07-20 16:40,85,78,1,W
Collingwood,Gold Coast,2013,VIC,Away,Carrara,Gold Coast,July,2013-07-20 16:40,78,85,0,L
Melbourne,Brisbane Lions,2013,VIC,Home,Marrara Oval,Darwin,July,2013-07-20 19:10,75,94,0,L
Brisbane Lions,Melbourne,2013,QLD,Away,Marrara Oval,Darwin,July,2013-07-20 19:10,94,75,1,W
St Kilda,Port Adelaide,2013,VIC,Home,Docklands,Melbourne,July,2013-07-20 19:40,92,97,0,L
Port Adelaide,St Kilda,2013,SA,Away,Docklands,Melbourne,July,2013-07-20 19:40,97,92,1,W
Richmond,Fremantle,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-21 13:10,84,57,1,W
Fremantle,Richmond,2013,WA,Away,M.C.G.,Melbourne,July,2013-07-21 13:10,57,84,0,L
Adelaide,Geelong,2013,SA,Home,Football Park,Adelaide,July,2013-07-21 14:50,94,92,1,W
Geelong,Adelaide,2013,VIC,Away,Football Park,Adelaide,July,2013-07-21 14:50,92,94,0,L
West Coast,Sydney,2013,WA,Home,Subiaco,Perth,July,2013-07-21 14:40,79,113,0,L
Sydney,West Coast,2013,NSW,Away,Subiaco,Perth,July,2013-07-21 14:40,113,79,1,W
Essendon,Hawthorn,2013,VIC,Home,Docklands,Melbourne,July,2013-07-26 19:50,87,143,0,L
Hawthorn,Essendon,2013,VIC,Away,Docklands,Melbourne,July,2013-07-26 19:50,143,87,1,W
Gold Coast,Carlton,2013,QLD,Home,Carrara,Gold Coast,July,2013-07-27 13:45,77,120,0,L
Carlton,Gold Coast,2013,VIC,Away,Carrara,Gold Coast,July,2013-07-27 13:45,120,77,1,W
Melbourne,North Melbourne,2013,VIC,Home,Docklands,Melbourne,July,2013-07-27 14:10,28,150,0,L
North Melbourne,Melbourne,2013,VIC,Away,Docklands,Melbourne,July,2013-07-27 14:10,150,28,1,W
Collingwood,Greater Western Sydney,2013,VIC,Home,M.C.G.,Melbourne,July,2013-07-27 16:40,106,66,1,W
Greater Western Sydney,Collingwood,2013,NSW,Away,M.C.G.,Melbourne,July,2013-07-27 16:40,66,106,0,L
Fremantle,Adelaide,2013,WA,Home,Subiaco,Perth,July,2013-07-27 17:40,75,53,1,W
Adelaide,Fremantle,2013,SA,Away,Subiaco,Perth,July,2013-07-27 17:40,53,75,0,L
Geelong,St Kilda,2013,VIC,Home,Kardinia Park,Geelong,July,2013-07-27 19:40,137,36,1,W
St Kilda,Geelong,2013,VIC,Away,Kardinia Park,Geelong,July,2013-07-27 19:40,36,137,0,L
Port Adelaide,Brisbane Lions,2013,SA,Home,Football Park,Adelaide,July,2013-07-28 12:40,71,62,1,W
Brisbane Lions,Port Adelaide,2013,QLD,Away,Football Park,Adelaide,July,2013-07-28 12:40,62,71,0,L
Western Bulldogs,West Coast,2013,VIC,Home,Docklands,Melbourne,July,2013-07-28 15:20,111,89,1,W
West Coast,Western Bulldogs,2013,WA,Away,Docklands,Melbourne,July,2013-07-28 15:20,89,111,0,L
Sydney,Richmond,2013,NSW,Home,S.C.G.,Sydney,July,2013-07-28 16:40,110,63,1,W
Richmond,Sydney,2013,VIC,Away,S.C.G.,Sydney,July,2013-07-28 16:40,63,110,0,L
North Melbourne,Geelong,2013,VIC,Home,Docklands,Melbourne,August,2013-08-02 19:50,96,86,1,W
Geelong,North Melbourne,2013,VIC,Away,Docklands,Melbourne,August,2013-08-02 19:50,86,96,0,L
Greater Western Sydney,Melbourne,2013,NSW,Home,Sydney Showground,Sydney,August,2013-08-03 13:45,124,87,1,W
Melbourne,Greater Western Sydney,2013,VIC,Away,Sydney Showground,Sydney,August,2013-08-03 13:45,87,124,0,L
Hawthorn,Richmond,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-03 14:10,66,107,0,L
Richmond,Hawthorn,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-03 14:10,107,66,1,W
West Coast,Gold Coast,2013,WA,Home,Subiaco,Perth,August,2013-08-03 14:40,130,113,1,W
Gold Coast,West Coast,2013,QLD,Away,Subiaco,Perth,August,2013-08-03 14:40,113,130,0,L
Carlton,Fremantle,2013,VIC,Home,Docklands,Melbourne,August,2013-08-03 19:40,80,116,0,L
Fremantle,Carlton,2013,WA,Away,Docklands,Melbourne,August,2013-08-03 19:40,116,80,1,W
Brisbane Lions,St Kilda,2013,QLD,Home,Gabba,Brisbane,August,2013-08-03 19:40,108,77,1,W
St Kilda,Brisbane Lions,2013,VIC,Away,Gabba,Brisbane,August,2013-08-03 19:40,77,108,0,L
Western Bulldogs,Sydney,2013,VIC,Home,Docklands,Melbourne,August,2013-08-04 13:10,99,134,0,L
Sydney,Western Bulldogs,2013,NSW,Away,Docklands,Melbourne,August,2013-08-04 13:10,134,99,1,W
Adelaide,Port Adelaide,2013,SA,Home,Football Park,Adelaide,August,2013-08-04 14:50,103,107,0,L
Port Adelaide,Adelaide,2013,SA,Away,Football Park,Adelaide,August,2013-08-04 14:50,107,103,1,W
Collingwood,Essendon,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-04 16:40,133,54,1,W
Essendon,Collingwood,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-04 16:40,54,133,0,L
St Kilda,Hawthorn,2013,VIC,Home,Docklands,Melbourne,August,2013-08-09 19:50,56,102,0,L
Hawthorn,St Kilda,2013,VIC,Away,Docklands,Melbourne,August,2013-08-09 19:50,102,56,1,W
Richmond,Brisbane Lions,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-10 13:45,97,74,1,W
Brisbane Lions,Richmond,2013,QLD,Away,M.C.G.,Melbourne,August,2013-08-10 13:45,74,97,0,L
Geelong,Port Adelaide,2013,VIC,Home,Kardinia Park,Geelong,August,2013-08-10 14:10,129,104,1,W
Port Adelaide,Geelong,2013,SA,Away,Kardinia Park,Geelong,August,2013-08-10 14:10,104,129,0,L
Carlton,Western Bulldogs,2013,VIC,Home,Docklands,Melbourne,August,2013-08-10 16:40,89,117,0,L
Western Bulldogs,Carlton,2013,VIC,Away,Docklands,Melbourne,August,2013-08-10 16:40,117,89,1,W
Sydney,Collingwood,2013,NSW,Home,Stadium Australia,Sydney,August,2013-08-10 19:40,71,100,0,L
Collingwood,Sydney,2013,VIC,Away,Stadium Australia,Sydney,August,2013-08-10 19:40,100,71,1,W
Gold Coast,Melbourne,2013,QLD,Home,Carrara,Gold Coast,August,2013-08-10 19:40,90,77,1,W
Melbourne,Gold Coast,2013,VIC,Away,Carrara,Gold Coast,August,2013-08-10 19:40,77,90,0,L
Essendon,West Coast,2013,VIC,Home,Docklands,Melbourne,August,2013-08-11 13:10,67,120,0,L
West Coast,Essendon,2013,WA,Away,Docklands,Melbourne,August,2013-08-11 13:10,120,67,1,W
Adelaide,North Melbourne,2013,SA,Home,Football Park,Adelaide,August,2013-08-11 14:50,79,70,1,W
North Melbourne,Adelaide,2013,VIC,Away,Football Park,Adelaide,August,2013-08-11 14:50,70,79,0,L
Fremantle,Greater Western Sydney,2013,WA,Home,Subiaco,Perth,August,2013-08-11 14:40,157,44,1,W
Greater Western Sydney,Fremantle,2013,NSW,Away,Subiaco,Perth,August,2013-08-11 14:40,44,157,0,L
Hawthorn,Collingwood,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-16 19:50,119,84,1,W
Collingwood,Hawthorn,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-16 19:50,84,119,0,L
Richmond,Carlton,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-17 13:45,96,106,0,L
Carlton,Richmond,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-17 13:45,106,96,1,W
Port Adelaide,Gold Coast,2013,SA,Home,Football Park,Adelaide,August,2013-08-17 13:40,113,96,1,W
Gold Coast,Port Adelaide,2013,QLD,Away,Football Park,Adelaide,August,2013-08-17 13:40,96,113,0,L
Essendon,North Melbourne,2013,VIC,Home,Docklands,Melbourne,August,2013-08-17 16:40,70,115,0,L
North Melbourne,Essendon,2013,VIC,Away,Docklands,Melbourne,August,2013-08-17 16:40,115,70,1,W
West Coast,Geelong,2013,WA,Home,Subiaco,Perth,August,2013-08-17 17:40,41,107,0,L
Geelong,West Coast,2013,VIC,Away,Subiaco,Perth,August,2013-08-17 17:40,107,41,1,W
Brisbane Lions,Greater Western Sydney,2013,QLD,Home,Gabba,Brisbane,August,2013-08-17 19:40,123,63,1,W
Greater Western Sydney,Brisbane Lions,2013,NSW,Away,Gabba,Brisbane,August,2013-08-17 19:40,63,123,0,L
Melbourne,Fremantle,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-18 13:10,38,133,0,L
Fremantle,Melbourne,2013,WA,Away,M.C.G.,Melbourne,August,2013-08-18 13:10,133,38,1,W
Sydney,St Kilda,2013,NSW,Home,S.C.G.,Sydney,August,2013-08-18 15:20,118,59,1,W
St Kilda,Sydney,2013,VIC,Away,S.C.G.,Sydney,August,2013-08-18 15:20,59,118,0,L
Western Bulldogs,Adelaide,2013,VIC,Home,Docklands,Melbourne,August,2013-08-18 16:40,131,114,1,W
Adelaide,Western Bulldogs,2013,SA,Away,Docklands,Melbourne,August,2013-08-18 16:40,114,131,0,L
Collingwood,West Coast,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-23 19:50,101,39,1,W
West Coast,Collingwood,2013,WA,Away,M.C.G.,Melbourne,August,2013-08-23 19:50,39,101,0,L
Adelaide,Melbourne,2013,SA,Home,Football Park,Adelaide,August,2013-08-24 13:15,120,52,1,W
Melbourne,Adelaide,2013,VIC,Away,Football Park,Adelaide,August,2013-08-24 13:15,52,120,0,L
North Melbourne,Hawthorn,2013,VIC,Home,Docklands,Melbourne,August,2013-08-24 14:10,103,117,0,L
Hawthorn,North Melbourne,2013,VIC,Away,Docklands,Melbourne,August,2013-08-24 14:10,117,103,1,W
Geelong,Sydney,2013,VIC,Home,Kardinia Park,Geelong,August,2013-08-24 16:40,92,48,1,W
Sydney,Geelong,2013,NSW,Away,Kardinia Park,Geelong,August,2013-08-24 16:40,48,92,0,L
Fremantle,Port Adelaide,2013,WA,Home,Subiaco,Perth,August,2013-08-24 17:40,134,60,1,W
Port Adelaide,Fremantle,2013,SA,Away,Subiaco,Perth,August,2013-08-24 17:40,60,134,0,L
Carlton,Essendon,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-24 19:40,76,82,0,L
Essendon,Carlton,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-24 19:40,82,76,1,W
St Kilda,Gold Coast,2013,VIC,Home,Docklands,Melbourne,August,2013-08-25 13:10,116,70,1,W
Gold Coast,St Kilda,2013,QLD,Away,Docklands,Melbourne,August,2013-08-25 13:10,70,116,0,L
Greater Western Sydney,Richmond,2013,NSW,Home,Sydney Showground,Sydney,August,2013-08-25 15:20,42,163,0,L
Richmond,Greater Western Sydney,2013,VIC,Away,Sydney Showground,Sydney,August,2013-08-25 15:20,163,42,1,W
Brisbane Lions,Western Bulldogs,2013,QLD,Home,Gabba,Brisbane,August,2013-08-25 16:40,100,93,1,W
Western Bulldogs,Brisbane Lions,2013,VIC,Away,Gabba,Brisbane,August,2013-08-25 16:40,93,100,0,L
Sydney,Hawthorn,2013,NSW,Home,Stadium Australia,Sydney,August,2013-08-30 19:50,100,112,0,L
Hawthorn,Sydney,2013,VIC,Away,Stadium Australia,Sydney,August,2013-08-30 19:50,112,100,1,W
St Kilda,Fremantle,2013,VIC,Home,Docklands,Melbourne,August,2013-08-31 13:45,112,41,1,W
Fremantle,St Kilda,2013,WA,Away,Docklands,Melbourne,August,2013-08-31 13:45,41,112,0,L
Geelong,Brisbane Lions,2013,VIC,Home,Kardinia Park,Geelong,August,2013-08-31 14:10,112,111,1,W
Brisbane Lions,Geelong,2013,QLD,Away,Kardinia Park,Geelong,August,2013-08-31 14:10,111,112,0,L
Port Adelaide,Carlton,2013,SA,Home,Football Park,Adelaide,August,2013-08-31 16:10,103,104,0,L
Carlton,Port Adelaide,2013,VIC,Away,Football Park,Adelaide,August,2013-08-31 16:10,104,103,1,W
Essendon,Richmond,2013,VIC,Home,M.C.G.,Melbourne,August,2013-08-31 19:40,65,104,0,L
Richmond,Essendon,2013,VIC,Away,M.C.G.,Melbourne,August,2013-08-31 19:40,104,65,1,W
West Coast,Adelaide,2013,WA,Home,Subiaco,Perth,August,2013-08-31 18:10,43,129,0,L
Adelaide,West Coast,2013,SA,Away,Subiaco,Perth,August,2013-08-31 18:10,129,43,1,W
Gold Coast,Greater Western Sydney,2013,QLD,Home,Carrara,Gold Coast,September,2013-09-01 13:10,146,63,1,W
Greater Western Sydney,Gold Coast,2013,NSW,Away,Carrara,Gold Coast,September,2013-09-01 13:10,63,146,0,L
Collingwood,North Melbourne,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-01 15:20,114,125,0,L
North Melbourne,Collingwood,2013,VIC,Away,M.C.G.,Melbourne,September,2013-09-01 15:20,125,114,1,W
Western Bulldogs,Melbourne,2013,VIC,Home,Docklands,Melbourne,September,2013-09-01 16:40,107,87,1,W
Melbourne,Western Bulldogs,2013,VIC,Away,Docklands,Melbourne,September,2013-09-01 16:40,87,107,0,L
Hawthorn,Sydney,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-06 19:50,105,51,1,W
Sydney,Hawthorn,2013,NSW,Away,M.C.G.,Melbourne,September,2013-09-06 19:50,51,105,0,L
Geelong,Fremantle,2013,VIC,Home,Kardinia Park,Geelong,September,2013-09-07 14:20,72,87,0,L
Fremantle,Geelong,2013,WA,Away,Kardinia Park,Geelong,September,2013-09-07 14:20,87,72,1,W
Collingwood,Port Adelaide,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-07 19:45,63,87,0,L
Port Adelaide,Collingwood,2013,SA,Away,M.C.G.,Melbourne,September,2013-09-07 19:45,87,63,1,W
Richmond,Carlton,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-08 15:20,96,116,0,L
Carlton,Richmond,2013,VIC,Away,M.C.G.,Melbourne,September,2013-09-08 15:20,116,96,1,W
Geelong,Port Adelaide,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-13 19:50,96,80,1,W
Port Adelaide,Geelong,2013,SA,Away,M.C.G.,Melbourne,September,2013-09-13 19:50,80,96,0,L
Sydney,Carlton,2013,NSW,Home,Stadium Australia,Sydney,September,2013-09-14 19:45,86,62,1,W
Carlton,Sydney,2013,VIC,Away,Stadium Australia,Sydney,September,2013-09-14 19:45,62,86,0,L
Hawthorn,Geelong,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-20 19:50,102,97,1,W
Geelong,Hawthorn,2013,VIC,Away,M.C.G.,Melbourne,September,2013-09-20 19:50,97,102,0,L
Fremantle,Sydney,2013,WA,Home,Subiaco,Perth,September,2013-09-21 17:45,99,74,1,W
Sydney,Fremantle,2013,NSW,Away,Subiaco,Perth,September,2013-09-21 17:45,74,99,0,L
Hawthorn,Fremantle,2013,VIC,Home,M.C.G.,Melbourne,September,2013-09-28 14:30,77,62,1,W
Fremantle,Hawthorn,2013,WA,Away,M.C.G.,Melbourne,September,2013-09-28 14:30,62,77,0,L
Collingwood,Fremantle,2014,VIC,Home,Docklands,Melbourne,March,2014-03-14 19:50,46,116,0,L
Fremantle,Collingwood,2014,WA,Away,Docklands,Melbourne,March,2014-03-14 19:50,116,46,1,W
Greater Western Sydney,Sydney,2014,NSW,Home,Sydney Showground,Sydney,March,2014-03-15 16:40,99,67,1,W
Sydney,Greater Western Sydney,2014,NSW,Away,Sydney Showground,Sydney,March,2014-03-15 16:40,67,99,0,L
Gold Coast,Richmond,2014,QLD,Home,Carrara,Gold Coast,March,2014-03-15 18:55,87,69,1,W
Richmond,Gold Coast,2014,VIC,Away,Carrara,Gold Coast,March,2014-03-15 18:55,69,87,0,L
Carlton,Port Adelaide,2014,VIC,Home,Docklands,Melbourne,March,2014-03-16 19:40,87,120,0,L
Port Adelaide,Carlton,2014,SA,Away,Docklands,Melbourne,March,2014-03-16 19:40,120,87,1,W
Geelong,Adelaide,2014,VIC,Home,Kardinia Park,Geelong,March,2014-03-20 19:10,119,81,1,W
Adelaide,Geelong,2014,SA,Away,Kardinia Park,Geelong,March,2014-03-20 19:10,81,119,0,L
North Melbourne,Essendon,2014,VIC,Home,Docklands,Melbourne,March,2014-03-21 19:50,60,99,0,L
Essendon,North Melbourne,2014,VIC,Away,Docklands,Melbourne,March,2014-03-21 19:50,99,60,1,W
Hawthorn,Brisbane Lions,2014,VIC,Home,York Park,Launceston,March,2014-03-22 16:40,139,91,1,W
Brisbane Lions,Hawthorn,2014,QLD,Away,York Park,Launceston,March,2014-03-22 16:40,91,139,0,L
St Kilda,Melbourne,2014,VIC,Home,Docklands,Melbourne,March,2014-03-22 19:40,68,51,1,W
Melbourne,St Kilda,2014,VIC,Away,Docklands,Melbourne,March,2014-03-22 19:40,51,68,0,L
West Coast,Western Bulldogs,2014,WA,Home,Subiaco,Perth,March,2014-03-23 16:40,134,69,1,W
Western Bulldogs,West Coast,2014,VIC,Away,Subiaco,Perth,March,2014-03-23 16:40,69,134,0,L
Richmond,Carlton,2014,VIC,Home,M.C.G.,Melbourne,March,2014-03-27 19:45,98,86,1,W
Carlton,Richmond,2014,VIC,Away,M.C.G.,Melbourne,March,2014-03-27 19:45,86,98,0,L
Essendon,Hawthorn,2014,VIC,Home,Docklands,Melbourne,March,2014-03-28 19:50,86,90,0,L
Hawthorn,Essendon,2014,VIC,Away,Docklands,Melbourne,March,2014-03-28 19:50,90,86,1,W
St Kilda,Greater Western Sydney,2014,VIC,Home,Docklands,Melbourne,March,2014-03-29 13:40,95,88,1,W
Greater Western Sydney,St Kilda,2014,NSW,Away,Docklands,Melbourne,March,2014-03-29 13:40,88,95,0,L
Port Adelaide,Adelaide,2014,SA,Home,Adelaide Oval,Adelaide,March,2014-03-29 16:15,127,73,1,W
Adelaide,Port Adelaide,2014,SA,Away,Adelaide Oval,Adelaide,March,2014-03-29 16:15,73,127,0,L
Fremantle,Gold Coast,2014,WA,Home,Subiaco,Perth,March,2014-03-29 16:40,87,39,1,W
Gold Coast,Fremantle,2014,QLD,Away,Subiaco,Perth,March,2014-03-29 16:40,39,87,0,L
Sydney,Collingwood,2014,NSW,Home,Stadium Australia,Sydney,March,2014-03-29 19:40,69,89,0,L
Collingwood,Sydney,2014,VIC,Away,Stadium Australia,Sydney,March,2014-03-29 19:40,89,69,1,W
Brisbane Lions,Geelong,2014,QLD,Home,Gabba,Brisbane,March,2014-03-30 12:10,68,93,0,L
Geelong,Brisbane Lions,2014,VIC,Away,Gabba,Brisbane,March,2014-03-30 12:10,93,68,1,W
Melbourne,West Coast,2014,VIC,Home,M.C.G.,Melbourne,March,2014-03-30 15:20,30,123,0,L
West Coast,Melbourne,2014,WA,Away,M.C.G.,Melbourne,March,2014-03-30 15:20,123,30,1,W
Western Bulldogs,North Melbourne,2014,VIC,Home,Docklands,Melbourne,March,2014-03-30 16:40,54,83,0,L
North Melbourne,Western Bulldogs,2014,VIC,Away,Docklands,Melbourne,March,2014-03-30 16:40,83,54,1,W
Hawthorn,Fremantle,2014,VIC,Home,M.C.G.,Melbourne,April,2014-04-04 19:50,137,79,1,W
Fremantle,Hawthorn,2014,WA,Away,M.C.G.,Melbourne,April,2014-04-04 19:50,79,137,0,L
Western Bulldogs,Richmond,2014,VIC,Home,Docklands,Melbourne,April,2014-04-05 13:45,100,98,1,W
Richmond,Western Bulldogs,2014,VIC,Away,Docklands,Melbourne,April,2014-04-05 13:45,98,100,0,L
Adelaide,Sydney,2014,SA,Home,Adelaide Oval,Adelaide,April,2014-04-05 13:40,71,134,0,L
Sydney,Adelaide,2014,NSW,Away,Adelaide Oval,Adelaide,April,2014-04-05 13:40,134,71,1,W
Gold Coast,Brisbane Lions,2014,QLD,Home,Carrara,Gold Coast,April,2014-04-05 15:40,114,61,1,W
Brisbane Lions,Gold Coast,2014,QLD,Away,Carrara,Gold Coast,April,2014-04-05 15:40,61,114,0,L
West Coast,St Kilda,2014,WA,Home,Subiaco,Perth,April,2014-04-05 16:40,83,58,1,W
St Kilda,West Coast,2014,VIC,Away,Subiaco,Perth,April,2014-04-05 16:40,58,83,0,L
Collingwood,Geelong,2014,VIC,Home,M.C.G.,Melbourne,April,2014-04-05 19:40,76,87,0,L
Geelong,Collingwood,2014,VIC,Away,M.C.G.,Melbourne,April,2014-04-05 19:40,87,76,1,W
Greater Western Sydney,Melbourne,2014,NSW,Home,Sydney Showground,Sydney,April,2014-04-06 13:10,79,47,1,W
Melbourne,Greater Western Sydney,2014,VIC,Away,Sydney Showground,Sydney,April,2014-04-06 13:10,47,79,0,L
North Melbourne,Port Adelaide,2014,VIC,Home,Docklands,Melbourne,April,2014-04-06 16:10,97,90,1,W
